Designator,Mid X,Mid Y,Rotation,Layer
C1,94.6,-57.43,90.0,top
C2,86.99,-57.44,90.0,top
C3,89.52,-34.33,90.0,top
C4,73.52,-36.99,0.0,top
D1,93.05,-43.79,180.0,top
D2,93.145,-48.92,0.0,top
J12,63.94,-67.69,0.0,top
J13,79.1,-67.78,0.0,top
J14,94.22,-67.74,0.0,top
J31,60.43,-53.56,180.0,top
J32,79.21,-29.25,180.0,top
Q1,63.435,-40.38,90.0,top
R1,70.0,-59.47,180.0,top
R2,69.81,-54.72,180.0,top
U1,78.61,-45.59,0.0,top
