Designator,Mid X,Mid Y,Rotation,Layer
DG-1,68.8525,-30.39,180.0,bottom
DW-1,68.8925,-36.99,0.0,bottom
J1,76.35,-18.425,180.0,top
J2,62.275,-18.375,0.0,top
RG-1,61.5,-45.75,0.0,top
RW-1,76.05,-45.75,0.0,top
SW1,68.78,-33.68,180.0,bottom
